,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2020-01-02 00:00:00-05:00,71.6270995236096,72.68129646149221,71.37322569622376,72.620849609375,135480400,0.0,0.0
1,2020-01-03 00:00:00-05:00,71.84711763961168,72.67644657227763,71.68995732022762,71.9148178100586,146322800,0.0,0.0
2,2020-01-06 00:00:00-05:00,71.03470938256737,72.52653323692198,70.78324846628296,72.48784637451172,118387200,0.0,0.0
3,2020-01-07 00:00:00-05:00,72.49752942348555,72.75382346407903,71.92691473047077,72.14694213867188,108872000,0.0,0.0
4,2020-01-08 00:00:00-05:00,71.84954036585081,73.60975223726805,71.84954036585081,73.3075180053711,132079200,0.0,0.0
5,2020-01-09 00:00:00-05:00,74.28675624192712,75.058058615668,74.0353026659935,74.86463165283203,170108400,0.0,0.0
6,2020-01-10 00:00:00-05:00,75.0991465547697,75.59964810131231,74.53094485063419,75.03385925292969,140644800,0.0,0.0
7,2020-01-13 00:00:00-05:00,75.35063651198122,76.6635404560947,75.23215565641651,76.6369400024414,121532000,0.0,0.0
8,2020-01-14 00:00:00-05:00,76.57405589932931,76.78440971103713,75.4787595103825,75.60206604003906,161954400,0.0,0.0
9,2020-01-15 00:00:00-05:00,75.40139008732662,76.28391248020361,74.84527472915032,75.278076171875,121923600,0.0,0.0
10,2020-01-16 00:00:00-05:00,75.82209118249474,76.33226630764163,75.45941017193344,76.22103881835938,108829200,0.0,0.0
11,2020-01-17 00:00:00-05:00,76.47007064045414,77.06728559726437,76.16300341004458,77.06487274169922,137816400,0.0,0.0
12,2020-01-21 00:00:00-05:00,76.69253240808335,77.1350000250309,76.40480486276103,76.5426254272461,110843200,0.0,0.0
13,2020-01-22 00:00:00-05:00,77.02860833807343,77.36952937649916,76.72154106940934,76.81584167480469,101832400,0.0,0.0
14,2020-01-23 00:00:00-05:00,76.86905012564355,77.26557760751265,76.32018802900329,77.185791015625,104472000,0.0,0.0
15,2020-01-24 00:00:00-05:00,77.43239351756245,78.17709525774193,76.77231144105775,76.96332550048828,146537600,0.0,0.0
16,2020-01-27 00:00:00-05:00,74.96859866575934,75.38205304274135,73.71614173787451,74.7002182006836,161940000,0.0,0.0
17,2020-01-28 00:00:00-05:00,75.58272644118536,76.9850901077203,75.48359274307904,76.81342315673828,162234000,0.0,0.0
18,2020-01-29 00:00:00-05:00,78.44791850299463,79.2699941203994,77.70562947444549,78.42131805419922,216229200,0.0,0.0
19,2020-01-30 00:00:00-05:00,77.50251438540494,78.36085647268922,77.06971298993307,78.30766296386719,126743200,0.0,0.0
20,2020-01-31 00:00:00-05:00,77.59683282419269,78.01996079771159,74.54064375527754,74.83562469482422,199588400,0.0,0.0
21,2020-02-03 00:00:00-05:00,73.57589206005755,75.79791852993898,73.07297758859362,74.63008880615234,173788400,0.0,0.0
22,2020-02-04 00:00:00-05:00,76.23798079684781,77.2849243200521,75.83177975550196,77.09391021728516,136616400,0.0,0.0
23,2020-02-05 00:00:00-05:00,78.22303598481203,78.52285729785567,77.11807347141229,77.72254180908203,118826800,0.0,0.0
24,2020-02-06 00:00:00-05:00,77.99336084201738,78.63409595534088,77.43483255655748,78.63167572021484,105425600,0.0,0.0
25,2020-02-07 00:00:00-05:00,78.12998293153962,78.37961468469555,77.07086561575886,77.56285858154297,117684000,0.1925,0.0
26,2020-02-10 00:00:00-05:00,76.14502805818842,77.93122863769531,76.0650521291358,77.93122863769531,109348800,0.0,0.0
27,2020-02-11 00:00:00-05:00,78.42807806299739,78.50078345731488,77.24292836168937,77.46105194091797,94323200,0.0,0.0
28,2020-02-12 00:00:00-05:00,77.91185812540034,79.30543507665523,77.91185812540034,79.30059051513672,113730400,0.0,0.0
29,2020-02-13 00:00:00-05:00,78.57106654450395,79.06305941279798,78.36748405379012,78.73587036132812,94747600,0.0,0.0
30,2020-02-14 00:00:00-05:00,78.70436311176876,79.0048959887249,78.24630435157947,78.75526428222656,80113600,0.0,0.0
31,2020-02-18 00:00:00-05:00,76.43102645153198,77.49499569716498,76.24925554684746,77.31322479248047,152531200,0.0,0.0
32,2020-02-19 00:00:00-05:00,77.5555836361956,78.66317609010646,77.5555836361956,78.43292999267578,93984000,0.0,0.0
33,2020-02-20 00:00:00-05:00,78.19299399872004,78.68256095291854,77.12175425598554,77.62828826904297,100566000,0.0,0.0
34,2020-02-21 00:00:00-05:00,77.22113145649439,77.66465663516524,75.2531595150605,75.87117767333984,129554000,0.0,0.0
35,2020-02-24 00:00:00-05:00,72.04428953806494,73.72142482703582,70.09812948275813,72.26725769042969,222195200,0.0,0.0
36,2020-02-25 00:00:00-05:00,72.93861510277681,73.32154259168735,69.34681990026353,69.81941986083984,230673600,0.0,0.0
37,2020-02-26 00:00:00-05:00,69.44376009892217,72.19456142629366,69.43648955817032,70.92700958251953,198054800,0.0,0.0
38,2020-02-27 00:00:00-05:00,68.12774407264509,69.31531263503878,66.154920085896,66.29064178466797,320605600,0.0,0.0
39,2020-02-28 00:00:00-05:00,62.34984454807426,67.4757824380709,62.134139530313654,66.2518539428711,426510000,0.0,0.0
40,2020-03-02 00:00:00-05:00,68.41372910419624,73.05737125328037,67.30856246455294,72.41996002197266,341397200,0.0,0.0
41,2020-03-03 00:00:00-05:00,73.59782628927844,73.6778022281249,69.26682558358837,70.11994171142578,319475600,0.0,0.0
42,2020-03-04 00:00:00-05:00,71.84555625982283,73.53238817702517,71.04334126232827,73.37242889404297,219178400,0.0,0.0
43,2020-03-05 00:00:00-05:00,71.62258011074542,72.59929546384136,70.62647911575432,70.99244689941406,187572800,0.0,0.0
44,2020-03-06 00:00:00-05:00,68.34585328692468,70.4834806861114,68.15923783954538,70.04965209960938,226176800,0.0,0.0
45,2020-03-09 00:00:00-04:00,63.92277516467533,67.39823435621751,63.741004240036446,64.50929260253906,286744800,0.0,0.0
46,2020-03-10 00:00:00-04:00,67.16799216221737,69.4219485531025,65.28484074636239,69.15534973144531,285290000,0.0,0.0
47,2020-03-11 00:00:00-04:00,67.22858097514904,68.15682117418298,65.88831635585085,66.75354766845703,255598800,0.0,0.0
48,2020-03-12 00:00:00-04:00,62.02992621470894,65.43752410022596,60.1055776920594,60.161319732666016,418474000,0.0,0.0
49,2020-03-13 00:00:00-04:00,64.19905222754427,67.84174022351363,61.30525564200672,67.36913299560547,370732000,0.0,0.0
50,2020-03-16 00:00:00-04:00,58.63930380695065,62.79094951243872,58.16670010819937,58.70232009887695,322423600,0.0,0.0
51,2020-03-17 00:00:00-04:00,59.98682095947624,62.43466692909921,57.77891021775957,61.28345489501953,324056000,0.0,0.0
52,2020-03-18 00:00:00-04:00,58.110942929042054,60.59029684026707,57.46868356365228,59.783233642578125,300233600,0.0,0.0
53,2020-03-19 00:00:00-04:00,59.95773528488038,61.278603044823406,58.79924908019055,59.325172424316406,271857200,0.0,0.0
54,2020-03-20 00:00:00-04:00,59.90683644166283,61.033818180361195,55.258350649014375,55.55887985229492,401693200,0.0,0.0
55,2020-03-23 00:00:00-04:00,55.277747569925765,55.37953883867535,51.52841919602518,54.37858581542969,336752800,0.0,0.0
56,2020-03-24 00:00:00-04:00,57.284499639505285,60.03045277933711,56.785236104652014,59.83414077758789,287531200,0.0,0.0
57,2020-03-25 00:00:00-04:00,60.772072300693104,62.58978134258821,59.20884326429101,59.50452423095703,303602000,0.0,0.0
58,2020-03-26 00:00:00-04:00,59.74688846689872,62.69399806571646,59.70810978448486,62.635833740234375,252087200,0.0,0.0
59,2020-03-27 00:00:00-04:00,61.25678876823437,62.01295447288908,59.87533077006206,60.04256057739258,204216800,0.0,0.0
60,2020-03-30 00:00:00-04:00,60.76964580920623,61.92813199578418,60.44487900563897,61.75605392456055,167976400,0.0,0.0
61,2020-03-31 00:00:00-04:00,61.94752788300978,63.61739280424554,61.07502603187046,61.63003158569336,197002000,0.0,0.0
62,2020-04-01 00:00:00-04:00,59.74203186534972,60.280073989764986,57.9558311223944,58.38723373413086,176218400,0.0,0.0
63,2020-04-02 00:00:00-04:00,58.24908573406499,59.41484243057951,57.415362674282804,59.36152267456055,165934000,0.0,0.0
64,2020-04-03 00:00:00-04:00,58.845304798537626,59.54815085540586,57.91706088463897,58.5084228515625,129880000,0.0,0.0
65,2020-04-06 00:00:00-04:00,60.80843506954079,63.76766380870964,60.44004863872081,63.61255645751953,201820400,0.0,0.0
